ID,Age,Income,Total_Spent,Total_Purchases,Family_Size,Childrens,Cluster
1183,67,36408,22,4,4,2,2
6856,37,21645,65,9,3,1,1
4530,68,78427,1930,23,1,0,0
1553,70,82657,2283,23,2,0,3
4682,58,51876,310,13,2,0,1
8204,45,78041,1319,18,2,0,3
5221,59,52852,879,26,3,1,3
1232,34,70038,1244,17,2,0,3
1927,43,69401,690,17,3,1,0
5788,44,46053,209,12,3,1,2
6652,51,77343,1134,17,2,0,0
6246,63,73892,1507,23,1,0,0
5975,49,40304,57,6,2,1,1
6875,51,32727,529,17,2,0,0
4042,45,43300,180,11,2,1,1
2157,44,26290,77,10,4,2,2
10133,46,93790,2349,25,1,0,0
2525,42,38410,534,18,2,0,3
8233,66,64866,556,21,2,1,0
9483,57,57957,637,25,3,1,0
10403,38,16531,44,9,3,1,2
5074,30,28072,47,5,3,1,2
10524,53,49476,795,22,2,1,0
4690,63,50725,586,21,3,1,0
7196,66,41145,13,4,4,2,2
4406,46,67419,1471,25,3,1,0
9672,46,23162,65,8,4,2,1
4864,39,34380,175,12,3,1,1
4706,50,34704,40,5,2,1,1
4070,47,94871,1078,18,4,2,3
25,58,65148,1115,21,3,1,0
3697,62,39898,134,9,3,1,2
4220,46,59892,87,7,3,1,2
5286,29,41020,217,10,1,0,1
9559,55,57072,1034,27,3,1,3
3102,35,19414,32,5,3,1,2
5868,36,19107,46,6,3,1,2
8370,40,75484,1159,18,3,1,3
9988,40,70379,860,25,2,1,3
2939,46,79419,1631,15,2,0,3
5529,70,64014,444,22,5,3,3
9743,61,76998,1910,29,3,1,3
5763,44,49854,380,18,3,1,1
3478,45,60585,736,30,4,2,0
7494,66,42873,269,15,3,2,2
1763,28,87679,2524,29,2,0,3
7250,38,57867,612,25,3,1,0
2005,26,35765,75,8,3,1,1
10770,57,65492,1045,26,2,0,3
6885,39,32952,55,6,2,1,2
2072,47,53374,1064,21,3,1,0
9463,57,71706,1443,25,3,1,0
6318,28,68487,1366,30,2,0,0
4093,41,53253,436,19,4,2,3
3340,39,42014,436,20,3,1,3
3594,43,54108,747,32,4,2,3
3584,61,49667,1396,22,1,0,0
3643,42,63206,928,14,2,0,3
851,44,57136,642,26,4,2,0
7706,41,46772,1048,30,3,1,3
3967,45,78931,943,24,2,0,0
10128,58,53977,907,27,3,1,0
9451,51,73538,1658,26,3,1,3
9264,30,79529,1638,22,2,0,0
3865,39,20981,73,7,2,0,2
2853,36,51766,275,12,2,1,1
1490,54,55759,854,26,3,1,3
10380,44,37787,106,7,3,1,1
3887,46,27242,106,7,2,1,2
4278,33,87188,1923,19,1,0,3
8643,45,69930,1662,22,2,0,0
1998,40,37697,84,7,2,1,1
11110,43,3502,5,0,2,1,1
2408,40,58597,733,32,4,2,0
202,68,82032,1234,17,1,0,3
7998,58,28087,112,9,4,2,1
830,29,74004,1658,15,1,0,0
3536,56,19740,55,7,3,1,1
6050,41,57036,1513,26,3,1,0
125,58,53083,271,17,4,2,1
3463,41,69283,904,27,3,1,0
3745,28,23331,103,8,3,1,1
9771,28,23331,269,17,2,1,1
451,27,9255,22,5,2,1,1
10530,57,67786,1156,16,1,0,0
1079,45,71969,1086,19,3,1,3
8920,49,59235,1128,28,2,1,0
6678,27,31928,72,9,3,1,2
3852,55,74881,964,27,4,2,0
528,38,65819,1383,20,2,0,3
73,63,51411,18,4,4,3,1
5589,52,51983,793,24,2,1,3
6365,29,30390,80,6,2,0,2
5636,53,30983,167,8,1,0,1
591,59,66033,677,20,2,1,3
2217,41,37284,23,4,4,2,2
2544,65,57530,92,7,2,1,1
7725,51,76800,641,16,2,0,0
8091,60,63943,1106,17,3,1,3
7791,49,37054,25,6,4,2,1
955,54,47175,240,17,4,2,1
4037,40,31859,20,4,2,1,1
6642,55,27215,102,11,4,3,1
2793,40,70179,1034,26,2,1,0
9530,28,24645,17,4,3,1,2
4828,62,79865,792,21,2,1,0
10699,31,44322,92,8,3,1,2
1497,64,47958,407,16,2,1,2
7476,52,63972,1269,23,2,1,3
4390,62,75315,841,23,3,1,0
10478,66,55517,633,23,4,2,3
1081,59,75283,1019,25,5,3,0
8135,30,27161,52,5,3,1,2
4967,56,38201,268,15,3,1,2
2130,34,45203,147,8,4,2,2
9298,69,81574,1798,18,2,0,3
6257,40,60482,507,17,2,1,1
3790,60,34633,15,4,5,3,2
9952,69,78093,1105,17,2,0,3
3503,66,82460,974,15,1,0,3
5223,50,45903,66,8,3,1,1
4764,64,40442,169,12,4,2,1
2471,51,61482,299,12,2,0,2
5892,36,34968,221,17,3,1,2
2612,29,75794,1682,25,2,0,0
5185,61,74268,892,13,2,0,3
10069,28,13724,58,5,3,1,2
1131,49,52569,95,7,2,1,1
1041,43,48432,424,19,2,1,0
3409,32,36108,339,15,2,1,1
7022,45,76445,1410,21,3,1,0
7943,41,36663,35,6,3,1,2
5272,51,53843,562,20,3,1,3
5453,60,90226,2352,24,2,0,0
2565,61,70638,1334,20,1,0,3
800,56,44512,32,6,4,2,1
11092,55,27116,41,7,4,2,1
5062,53,54072,39,5,4,2,1
8969,39,71855,1141,25,3,1,3
4656,26,51250,710,24,2,1,0
4480,43,60432,401,19,3,1,3
1773,38,12393,57,6,2,0,2
9242,26,64509,1722,19,1,0,0
1764,41,33955,270,15,2,1,1
10099,32,55434,882,24,3,1,0
5423,33,28359,16,4,3,1,2
940,29,57100,311,14,2,1,2
3298,60,52973,1152,31,3,1,3
8286,51,51717,122,8,3,1,1
9668,45,18793,77,9,3,1,2
6097,57,50664,561,24,3,2,3
7019,53,54414,211,13,4,2,2
7408,64,54549,233,12,3,1,2
8041,45,47111,1092,21,2,1,0
252,53,41003,601,17,1,0,0
9986,34,19444,54,10,3,1,2
3276,40,36301,78,7,3,1,1
3570,47,42731,244,13,3,1,1
3783,57,52854,116,9,4,2,2
10207,38,22775,15,4,3,1,2
3427,61,59821,734,26,3,1,0
5209,62,50002,638,19,2,1,0
10711,71,69755,894,22,2,0,0
10785,47,44078,41,7,4,2,2
2814,40,30560,31,5,3,1,2
6866,47,35924,34,5,4,2,1
1665,52,64140,1750,18,3,2,3
6575,35,56386,612,25,4,2,3
3091,35,75774,823,21,3,1,0
10141,56,39228,20,4,1,0,2
5177,42,58494,396,16,3,1,1
7005,35,58684,813,21,1,0,3
6409,49,57136,1179,20,1,0,0
7485,66,56551,138,10,3,2,2
8079,34,22448,55,9,3,1,1
8395,55,82014,1511,22,1,0,3
10352,53,34213,117,9,3,2,2
4931,39,157146,1730,28,2,0,0
13,69,25358,32,6,2,1,1
1834,38,35544,67,6,2,1,1
2285,62,36634,335,15,3,1,2
2295,62,62670,825,22,3,1,3
1378,44,50334,694,23,3,1,0
2781,35,72066,1792,17,1,0,3
1165,58,50729,496,24,3,2,3
1404,48,34916,231,13,4,2,1
6457,40,64892,902,24,2,1,3
2639,50,43602,68,9,3,2,2
6437,31,41473,76,6,2,1,1
6912,49,63246,772,22,4,2,3
7327,57,36732,47,9,4,2,1
8143,31,37929,265,13,1,0,2
1964,65,86610,1603,18,2,0,3
3690,30,80141,2091,22,2,0,0
3389,46,69016,1533,34,3,1,3
4712,25,20193,82,7,2,0,2
1170,41,27573,244,14,3,1,2
6347,37,15862,36,5,2,1,2
4065,40,49544,404,16,3,1,2
8230,36,33228,71,6,3,1,2
1215,38,70440,1572,23,2,0,3
5939,45,38232,122,11,4,2,1
2156,61,22554,41,10,4,2,2
7788,33,23536,10,4,3,1,1
10323,64,49413,304,13,3,1,1
7947,47,42231,37,5,4,2,1
1891,36,78789,1754,16,1,0,0
2570,48,56534,815,25,3,1,0
9256,45,58350,1001,27,2,1,0
7397,65,49090,688,21,2,1,0
6349,29,61787,1319,19,1,0,3
10790,31,18169,21,4,3,1,2
10398,35,24336,31,4,2,1,1
2431,26,18222,67,6,2,0,1
550,64,62335,708,21,2,1,3
1890,45,42033,25,4,4,2,1
10742,33,86580,746,11,2,0,1
10356,59,41437,32,5,3,2,2
4676,65,73705,1695,25,3,2,3
8852,40,61064,1080,28,3,1,3
5294,27,18358,57,10,2,1,2
1958,43,55012,660,25,3,1,3
7349,43,9722,103,11,3,1,2
8799,32,38175,153,11,3,1,2
1351,60,58656,1220,32,3,1,0
1045,51,52117,279,13,3,1,1
7732,38,64813,745,20,3,1,3
8070,43,54222,264,12,3,1,1
477,30,83512,2157,22,2,0,0
7832,57,77520,1526,23,3,1,0
2202,38,41154,69,6,3,1,1
7396,50,80398,1597,26,2,0,3
4055,24,18746,64,8,2,1,2
10091,60,60230,1067,17,2,1,3
7629,39,22108,31,7,4,2,2
10640,42,44392,211,14,4,2,1
3498,40,55424,877,25,3,1,0
6742,37,17688,11,4,3,1,1
1172,33,92491,2034,25,2,0,3
569,25,90273,1991,19,1,0,0
4686,54,82571,1686,24,1,0,0
1381,34,38513,324,17,2,1,2
2634,37,16653,69,9,2,1,2
10905,61,42586,252,16,4,2,2
1744,51,23529,54,5,2,1,1
3828,65,71107,1327,28,3,1,3
8605,52,46910,68,7,4,2,2
4351,61,37244,55,5,3,2,1
10129,50,82427,1456,21,2,0,0
2499,58,75342,563,18,2,1,0
10092,62,70044,1504,26,2,1,0
5796,53,77437,1125,23,2,0,3
10556,57,54984,358,17,3,1,1
1064,45,42403,42,5,3,1,2
48,52,55761,184,10,3,1,1
7610,33,37292,460,19,3,1,0
263,71,45576,145,8,1,0,2
10814,69,70321,1376,25,2,0,0
9710,47,58086,792,23,2,1,3
9292,64,81795,1382,23,2,0,3
10250,69,28389,28,4,2,0,2
5847,47,69901,882,23,2,1,3
737,67,80360,2231,15,2,0,3
3878,36,31859,48,5,2,1,2
5092,67,51569,467,19,2,1,0
5394,37,16014,38,10,3,2,2
3798,48,41120,81,9,4,2,1
3524,45,39763,167,10,2,1,2
5247,61,38725,45,7,4,2,1
5883,44,77981,664,21,3,1,3
2118,52,62905,622,20,3,1,3
8812,37,13533,48,7,2,1,2
6616,41,59481,461,16,3,1,2
2797,39,72117,1073,26,3,1,0
4328,30,21955,55,8,3,1,1
9167,60,67131,976,26,3,1,3
10560,36,36802,20,5,2,1,2
5534,41,47808,224,10,3,1,2
5093,42,25509,101,9,2,1,2
8584,64,85431,1165,17,2,0,3
2694,49,42664,24,5,3,1,2
164,39,28973,269,13,2,0,1
10477,43,39435,102,7,3,1,2
2681,32,65370,461,19,2,0,0
5150,37,20194,47,7,2,1,1
5283,40,42473,144,10,3,2,1
9645,48,64590,1338,24,2,0,3
10678,57,71232,917,25,3,1,3
7261,45,34600,318,17,4,2,2
9648,49,46904,253,14,3,2,2
2870,43,49094,502,20,3,1,0
8008,33,36075,119,7,3,1,1
1513,37,60839,1250,29,4,2,3
7960,54,82122,1382,26,2,0,3
9905,64,34074,255,14,4,2,1
10691,56,28520,43,5,4,2,1
7002,61,62535,398,14,2,1,2
2952,39,36273,76,8,2,1,1
8439,52,63404,902,15,4,2,3
2831,40,78416,1179,26,3,1,3
6977,42,75702,1921,29,3,1,3
6289,65,59385,185,10,4,2,1
8397,65,44689,34,6,4,2,1
6237,50,7144,416,25,3,2,3
1619,60,90369,1588,17,2,0,0
1990,42,63159,1797,17,1,0,3
269,53,46757,1143,21,2,1,3
8093,47,79734,914,14,2,0,3
10513,24,63207,1502,12,2,0,3
10177,62,72071,1338,20,2,1,0
2549,33,21840,27,5,3,1,1
5782,34,58582,763,22,3,1,0
10057,65,72282,1331,22,1,0,3
10307,60,50387,525,19,4,2,3
8566,55,32583,9,4,4,2,2
2415,54,62568,953,16,3,1,3
5684,45,44635,68,7,3,2,2
9166,48,63967,882,23,3,1,3
1440,38,52513,1149,25,2,0,3
78,47,25293,37,5,3,1,1
5441,51,54111,388,15,2,1,1
5302,30,78394,1428,16,2,0,0
4687,58,80739,1633,24,2,0,3
1087,41,22669,173,10,3,1,2
6859,29,29236,99,9,2,1,2
9860,57,44911,215,12,3,1,2
7129,54,54693,929,31,3,1,3
5866,42,48186,219,12,3,1,2
7393,38,41580,92,9,4,2,2
7849,46,80336,1052,25,2,0,0
332,59,47743,275,14,3,1,1
531,62,57333,1662,33,2,1,3
9576,34,32313,159,11,3,1,1
6906,63,84953,1024,18,1,0,3
7419,48,27071,35,7,2,1,1
3170,59,68148,1042,15,2,0,3
8527,51,65735,395,19,4,2,0
7872,41,86836,557,23,2,0,0
9931,53,4023,9,15,4,2,2
10595,26,30093,69,6,2,0,2
4609,50,57705,486,18,3,1,0
5010,28,25008,34,6,2,1,1
4427,21,83257,1365,28,1,0,3
11148,41,22280,13,4,3,1,1
1168,38,72159,1401,21,2,0,3
9595,55,64260,1574,14,2,0,0
10163,32,82733,1323,20,1,0,0
2886,45,74290,1217,32,2,1,3
6710,65,58217,103,7,4,3,1
5316,40,21024,84,7,2,0,1
9029,44,70116,1536,23,2,0,3
521,31,54006,581,18,3,1,0
1459,50,69063,928,14,3,1,0
10241,41,11448,14,4,1,0,2
3254,45,70886,960,14,3,1,3
3678,43,60208,656,29,3,2,0
4227,48,32889,55,9,4,2,1
9467,32,34738,20,5,2,1,1
8486,45,30538,367,17,3,1,2
2186,39,82326,2257,22,2,0,0
3286,49,26642,42,7,2,1,1
8602,52,69932,1049,26,2,1,3
3722,44,44503,48,7,3,2,1
6715,68,60200,685,25,2,1,0
4796,64,49638,39,5,2,1,1
9612,29,23830,43,5,1,0,2
3766,57,33051,835,21,1,0,0
1399,58,72905,1515,20,2,0,3
1570,65,69702,1039,26,3,1,0
3426,41,70300,1596,26,2,1,3
3074,32,70643,1828,18,2,0,3
8341,47,30396,34,6,3,1,2
5180,48,50616,149,10,2,1,1
6461,47,62772,946,23,2,1,3
7679,31,30298,28,6,1,0,2
10702,32,52413,450,17,2,1,1
7505,59,44155,46,5,4,2,2
5113,45,86979,1702,16,1,0,3
10858,41,76532,820,25,4,2,0
2961,34,42081,382,15,3,1,1
3010,27,88420,2069,20,2,0,3
5790,31,31158,72,7,3,1,1
6892,48,61671,732,28,2,1,0
1743,42,69719,801,11,1,0,1
3578,67,49160,236,12,2,1,2
5558,62,90933,1685,15,1,0,3
4619,71,113734,277,27,1,0,0
10779,33,22148,49,5,1,0,2
5896,29,73395,397,15,2,0,1
2337,45,29819,39,9,2,1,1
10951,48,45688,306,14,3,1,2
17,45,60491,1028,28,3,1,3
10680,30,33235,70,7,3,1,1
3265,57,35701,46,5,2,0,2
5623,36,31535,51,5,3,1,1
5832,56,92556,1263,21,2,0,0
5544,46,67384,1490,22,2,1,0
5831,49,77870,1815,18,3,1,3
10176,48,57107,416,23,2,1,0
4385,35,36038,47,8,2,1,1
10686,51,34230,21,4,4,2,1
2546,39,31878,70,6,2,1,2
3283,44,70932,909,22,3,1,3
3138,60,91249,1676,22,1,0,3
4994,73,77598,1735,26,1,0,3
7966,57,80982,1191,30,3,2,0
3112,39,22701,24,5,3,1,2
2181,46,70617,1280,14,2,0,0
1867,59,64849,1336,19,1,0,0
1518,51,62694,749,24,4,2,0
5734,42,61917,91,7,4,2,1
2878,69,67472,414,15,3,1,1
1458,34,21059,44,9,3,1,2
7007,48,29543,63,8,4,2,2
6200,65,75903,901,23,3,1,3
1403,41,34984,38,6,4,2,2
4827,60,54998,455,20,2,1,0
6250,67,54356,775,24,2,1,3
9291,57,34242,15,4,3,1,2
2478,43,25410,38,6,3,1,2
1139,32,73356,1512,22,2,0,3
5138,66,28320,43,5,3,1,1
5393,39,23763,42,5,2,1,1
10413,32,72570,1089,23,2,0,3
5015,40,34529,162,9,3,1,1
10868,65,70792,1272,19,1,0,3
10676,34,63211,1173,20,2,0,0
2495,42,83891,816,22,3,1,0
7842,48,36065,74,9,3,2,1
6663,76,51141,157,9,1,0,1
2162,40,56939,561,18,3,1,0
3434,65,80872,1336,19,1,0,3
7919,40,72335,2092,23,2,0,0
5626,52,61798,463,16,1,0,2
6428,66,76842,1130,17,1,0,0
8514,40,29478,20,5,3,1,1
10448,60,46998,377,18,2,1,1
2109,26,96843,1544,28,1,0,3
8925,51,70053,1012,26,3,1,0
3009,54,71670,1766,15,1,0,0
6355,38,44359,45,9,4,2,2
3517,64,40887,161,10,3,2,2
1158,50,48877,144,8,2,1,2
6203,69,74485,1734,26,2,0,3
7165,44,64474,823,22,3,1,3
3595,53,77226,1138,28,3,1,0
8537,67,72643,1429,21,1,0,3
4331,38,85738,1371,21,2,0,0
6281,50,55686,982,16,2,1,0
4338,33,39062,44,5,2,1,2
9507,41,40794,434,16,3,1,2
10311,47,4428,359,25,3,1,0
5117,53,32632,576,18,2,0,0
4867,48,38236,88,11,3,2,2
9289,37,36781,63,6,3,1,2
10913,32,31385,27,4,2,1,1
3032,32,24570,193,11,3,1,1
3334,65,94642,2211,21,2,0,0
4470,54,58646,140,8,3,1,2
1406,41,53201,415,22,3,2,0
10821,38,57113,263,16,4,2,2
4552,25,51373,393,12,2,0,2
898,30,23477,147,10,3,1,2
9797,60,58116,443,16,3,1,2
10949,53,72968,1958,19,1,0,0
8212,45,39791,174,10,3,1,1
6248,69,91712,2217,27,1,0,3
10164,58,94472,1691,16,2,1,3
4547,56,13672,25,6,4,2,1
6815,36,96547,809,21,2,0,0
4122,41,79205,895,16,2,0,3
10841,41,56559,484,18,3,1,0
5370,43,32644,413,18,3,1,0
176,36,67506,331,12,2,1,1
4860,46,24206,25,5,2,1,1
10757,49,28420,13,4,2,1,2
4023,46,22979,115,10,3,1,2
6679,50,33279,16,4,1,0,2
7181,39,30368,52,7,3,1,1
3599,46,63684,1464,23,3,1,3
405,52,41638,441,17,2,1,1
6870,57,68805,283,12,2,1,1
832,50,65814,747,23,3,1,3
2002,58,71964,1870,17,1,0,3
3657,30,39146,165,11,2,1,2
500,39,96876,1941,24,2,0,3
1951,35,34445,839,27,2,0,3
3262,58,68281,1655,25,1,0,0
7042,33,36790,66,6,2,0,2
10598,49,27943,37,8,4,2,1
255,65,22263,21,6,3,2,2
2375,44,30261,22,4,5,3,1
9829,38,28587,78,9,3,1,2
6214,34,43815,79,6,3,1,1
4954,60,48195,265,17,4,2,1
7861,64,77027,1175,19,3,1,0
4837,51,71322,1305,28,3,1,3
9423,37,32765,46,8,3,1,2
153,63,23272,46,5,1,0,2
9323,67,49912,874,26,3,1,0
10001,31,7500,100,10,3,1,1
3945,69,68117,930,25,2,1,3
3799,61,67225,868,23,3,1,0
8625,40,17649,45,9,3,1,1
3491,41,55914,1260,29,3,1,0
983,32,40059,414,12,3,1,1
9119,66,60905,392,15,3,1,2
4786,39,75330,1109,29,4,2,3
5872,65,60689,639,22,2,1,0
6568,32,38680,79,6,3,1,1
5628,34,61416,1665,24,2,0,0
5631,25,49767,692,18,1,0,3
4974,46,83273,1392,29,4,3,3
8416,35,29009,44,7,3,1,2
5454,37,45057,50,6,3,1,1
4095,45,37150,467,21,3,1,3
5474,46,43020,223,12,2,1,1
4268,57,53154,158,9,3,1,1
10701,43,65308,1211,28,2,0,3
3507,46,76467,1575,14,2,1,0
2079,69,81044,1208,22,2,0,0
626,65,32871,43,5,4,2,2
4426,41,55801,527,21,3,2,0
2591,57,76320,932,15,2,1,3
10509,61,36927,71,8,3,2,2
6382,63,48794,54,5,4,2,1
6673,51,23478,129,7,1,0,1
7441,43,71128,1615,27,2,1,3
10061,66,59462,1088,25,3,1,0
7187,47,54357,721,25,4,2,3
1612,35,31708,47,8,2,1,1
322,38,42554,41,7,4,2,1
123,65,67046,993,15,2,1,3
6103,68,42192,100,7,2,0,2
7899,64,77610,1680,17,3,1,3
10500,32,31761,98,9,3,1,1
1655,37,34350,48,5,3,1,1
2406,67,54591,519,19,3,1,3
2712,60,71866,715,20,3,1,3
2254,33,69520,1455,21,2,0,3
10281,46,64713,602,19,2,1,0
6958,39,27889,26,5,3,1,2
954,56,22123,102,7,1,0,1
5079,45,51655,97,10,4,2,1
10339,62,57082,207,11,3,1,1
4643,43,27803,176,9,3,1,2
3117,61,62308,450,15,2,1,1
6497,56,51651,433,17,3,1,2
5250,73,61353,1564,22,1,0,3
2802,24,87000,961,18,2,0,3
6343,57,79823,1518,23,3,1,0
6507,36,30828,56,8,2,1,2
7901,45,34109,22,4,3,1,2
4865,42,53367,400,21,3,2,0
2686,47,22390,26,4,2,0,2
3107,40,71322,350,13,3,1,2
7734,23,79244,1216,22,1,0,3
11031,66,48699,40,5,4,2,1
7428,41,80144,1367,19,2,0,0
975,60,54252,264,15,3,2,2
1103,40,81929,2053,20,3,1,3
3422,41,76068,1376,10,3,1,3
1055,40,53204,45,5,4,2,2
1241,32,14796,51,6,3,1,2
2909,42,78128,1264,20,3,1,3
5802,44,14188,75,7,2,0,2
340,46,72967,497,19,2,1,0
5991,67,48150,266,13,3,1,2
3104,55,82332,2006,21,1,0,3
9729,61,58275,615,23,3,2,0
1008,35,44953,1021,24,2,0,0
11091,63,34587,22,6,4,2,1
3969,42,43018,133,7,3,1,2
1916,62,45736,437,19,3,1,3
9907,47,66476,1013,26,3,1,3
87,35,27733,57,7,3,1,2
8659,64,69805,1038,27,3,1,3
6262,54,72217,1573,22,1,0,3
6147,45,25818,28,4,2,1,1
8832,40,37509,123,9,3,1,2
10067,40,25176,13,4,4,2,1
7532,36,43586,132,10,3,1,2
4915,60,53230,732,23,3,1,3
2115,59,50116,66,7,4,2,1
6292,30,82333,1822,18,2,0,3
1631,51,65220,1282,23,2,0,0
10104,42,33590,8,4,5,3,1
3919,40,72309,1931,20,1,0,3
11181,67,156924,8,0,2,0,1
642,36,16005,103,8,3,1,1
4369,59,65487,1169,17,1,0,3
10127,51,58692,395,15,3,1,2
271,47,40590,258,15,3,2,2
2948,62,62637,185,10,2,1,1
2715,50,29435,180,11,3,2,2
10432,42,19346,22,5,2,1,2
9216,45,35788,44,7,4,2,2
7124,48,36997,94,12,3,2,1
9727,59,23539,81,7,2,0,2
5136,43,65333,798,28,2,1,3
9790,59,78499,1334,19,1,0,0
1818,45,29732,38,5,3,1,2
1100,56,41275,61,11,5,3,2
7873,43,63516,300,16,4,2,2
10609,54,42769,88,8,3,1,2
6950,58,49572,54,7,4,2,2
7233,44,69209,1782,16,2,0,0
9481,40,17148,68,11,3,1,1
8933,33,32146,66,8,3,1,2
8726,52,41713,174,13,3,2,1
1515,41,34176,28,5,3,1,2
5186,61,58482,731,22,3,1,3
10157,51,59686,274,12,2,1,1
5667,52,60896,1701,26,3,1,3
902,36,62994,312,13,3,1,1
977,59,47320,414,20,3,1,0
7313,67,74859,1565,23,1,0,3
7600,24,15253,29,6,2,1,2
9706,42,31560,94,8,2,1,1
3520,26,91172,1092,14,1,0,3
10394,32,90000,1479,18,2,0,3
4548,35,41967,54,5,3,2,1
9362,51,69263,568,18,2,1,0
3968,46,65706,1199,27,1,0,3
4084,41,60934,873,23,3,1,0
6721,65,71965,1213,17,3,1,0
2829,61,65210,731,22,3,1,0
1772,41,79174,2043,19,2,0,0
1544,49,81380,1893,17,1,0,3
492,43,48432,424,19,2,1,0
4377,45,52914,575,15,3,1,2
1321,42,26067,56,9,3,1,2
8858,44,44325,542,21,3,1,3
11187,38,26487,69,9,2,1,2
8207,59,53233,40,5,3,1,2
9723,56,67716,1016,28,3,1,0
2666,44,76234,907,23,3,1,0
5721,60,84117,1566,24,2,0,3
10652,59,65487,1169,17,2,0,3
1646,44,25224,46,7,3,1,2
4418,33,89616,1644,25,1,0,0
2656,45,40851,59,5,3,2,1
7990,69,27469,17,4,2,0,2
7118,59,73803,1528,22,3,1,3
2980,64,8820,35,10,3,2,1
1839,42,43322,141,8,1,0,2
10722,43,55593,546,17,3,1,3
2632,62,50501,500,20,4,2,0
9014,41,37085,61,10,4,2,1
7620,26,16185,106,8,2,1,1
10968,47,57731,704,26,2,1,0
2736,38,73807,849,23,3,1,3
5959,48,35893,199,15,3,2,1
1092,36,61014,1147,20,3,1,0
4333,62,32144,54,10,4,2,1
3850,53,14918,43,5,3,1,1
6168,53,45146,53,6,3,2,2
607,61,41769,521,22,2,1,0
10469,35,88325,1623,18,2,0,0
6983,66,38054,45,7,3,2,2
3661,21,80617,1435,19,1,0,0
9303,40,5305,32,1,3,1,2
692,62,36807,16,4,4,2,1
9246,31,40101,415,17,3,1,1
6261,37,58025,470,18,3,1,3
10659,37,7500,53,11,3,1,2
1448,53,33562,51,9,5,3,2
4286,46,57642,679,22,2,1,0
4478,37,63777,653,26,4,2,3
4201,54,57967,468,19,2,1,0
8720,38,34506,1679,1,2,0,1
10084,44,24434,50,7,4,2,2
7004,32,11012,84,9,2,1,1
9817,46,44802,1049,27,1,0,3
8080,30,26816,22,4,1,0,2
9432,39,666666,62,11,3,1,2
10870,49,61223,1341,18,3,1,0
7270,35,56981,1241,19,1,0,3
8235,60,69245,843,23,3,1,0
9405,62,52869,172,11,4,2,2
